,text
991,once there was two guys. they were knights. then there was a dragon. then there was another knight. they had a baddie.
992,once there was a knight. and then there was Sir Oliver Good. and then there was a dragon. the end.
993,once there was a knight. then another knight. then a dragon. there was a baddie and a sword fight. the end.
994,"so there was Edmund, the Captain of the Secret Police, and Lucy. they defeated a white witch. the end."
995,"once there was a knight. and there was a dragon and Superman, and Batman. they all fight. and they fight one more time for three minutes. there was a castle. and they lived happily ever after. the end."
996,"once upon a time there was Darth Vader, Darth Maul, Obie Wan Kenobi, and Qui Gon Jinn. then there were two Storm Troopers. they all fight. they all die. the end."
997,once upon a time there was a train. and it was Edward. and then I came along. and we had a race. and then we crashed. the end.
998,once upon a time there was a train called Edward. he crashed with Gordon. then he didn't get hurt. it was a pretend crash. the end.
999,once there was Edward and Gordon and James and Donald and me. they crashed. then that's the end.
1000,"once there was Gordon, a train. and Henry, a train, and Thomas, and Edward. they were all trains. they go on tracks. and crash. the end."
1001,"once there were trains named Edward, Gordon, Henry, Thomas. they had a pretend crash. the end."
1002,"real trains are not real trains. and trains are not trains. Edward and James, and Henry, and Gordon, and Toad all crashed. it was a pretend crash. they all crashed again."
1003,"once upon a time there was Edward and Gordon, and Thomas, and Henry, and Douglas. and there was Fred, a train truck. and it picked up things like engines and freight cars. the end."
1004,King Arthur killed a dog. and a dog died. then a bad guy got King Arthur. then King Arthur couldn't fight anymore. then other knights tried to kill a dog. but the dog wouldn't die.
1005,once there was Asher Oak Tree. and then there was Pokemon Ash. and then there was a Pokemon shield. then there was Pokemon. they just crashed. it was a pretend crash. the end.
1006,"once there was Edward, and James, and Gordon, and Henry. they crashed. that's the end. the end."
1007,"once there was Thomas, and James, and a car. the train drived on a train track. and the car drived on a road. and they all crashed. and then they all crashed again. the end."
1008,once there was Seargen Siren. and then they was Wendy Waters. and then there was Jack Hammer. and then there was Roger Holstin. they all got a bad guy. the end.
1009,once there was Stepney. then there was Lina. she was a car. and she chased Stepney. then they went to the station. and the game began again. it was a cricket game. the end.
1010,"once there was a Thomas, James Edward, and Toad. they all crashed. the end."
1011,once there was King Arthur. and a dog died. the Caleb came and got shot. then there was a dragon. the dragon fighted a bad guy. and got shot into the sky. the end.
1012,once there was Thomas. then there was a Ashton train. then there was a Caleb train. then there was a Rowan train. they all got some freight cars. they go to a Crawley. they push the freight cars off the line and into the river. the end.
1013,once there was a Rowan and an Ashton. and they played with a kitty cat and a dog. there was a butterfly. they all played together. the end.
1014,once there was a block. then there was a fire engine. then there was a Caleb. then there was a beginning. the end.
1015,once there was a brick. and it fell down on a person's knee. then there was a motorcycle. then a person was trying to drive the motorcycle because noone was on it. then there was a wheel. then there was a tree.
1016,"once there was a chess board. then there was a bat car. and when you open the back, you can put things in it. then there was a bus. then there was a road bus cargo. they all went to pick up some tee shirts. and they were African shirts. they all went to sleep. and in the morning they went to pick up some animals. then they came back to have a nap. the end."
1017,once there was a race car. then there was a dinosaur. then there was a truck. then there was a fire engine. then there was a apple. they all drove into a pond. then they got all wet. they got out. and then they went to sleep. the end.
1018,once there was a cloud whale. then there was a train. then there was a freight car. then there was as piece of truck. and then there was a book. they all went to pick up pillow. and then they went sleep. the end.
1019,once there was a pond. the book sank in the pond. then the guys pulled it out. then the guys were in the pond. they splashed. and went to another island.
1020,"once upon a time there was an Oleander. and he brought lizards to school. and then Oleander wanted to bring the lizards into the classroom so he took out one lizard. and then hided it in its home. and Ashton and Olec didn't put any lizards in their hotel, only animals. there were no lizards allowed. the end."
1021,once there was a T-Rex. and the T-Rex died. and then there was a snake. and then it ate the dinosaur. the T-Rex that died. then there was another T-Rex. and it didn't die because it had special powers. and it ate the snake. then the T-Rex with special powers met a bear. and the bear was friendly. then the bear and T-Rex met a dolphin. they played. the end.
1022,once there was a pirate. and it was a bad pirate. and then there was another pirate. and then they both decided to have a fight. then there was a giraffe. they played.
1023,once there was a dolphin. then there was Storm Troopers. then there was Darth Vader. then there was Darth Mal. then met a dog. and they played with the dog. the end.
1024,once there was an Oliver. and he was sailing on a boat. then Oliver sank under water. then got eaten by a shark. and then there was a water snake. then there was a whale that ate the shark. then there was a ladder. and Oleander climbed back onto the boat. and he fell down again. then he went to Treasure Island. the end.
1025,there were five foxes. there were police. and there was a crash. a big beast came. and was scary. there was a fire in the woods. and the firefighter came to put out the fire. the end.
1026,two trucks were driving. and then they crashed. then big horses came. the horses helped. the end.
1027,there was a nice dinosaur. the dinosaur got hit by a car. and got hurt. the dinosaur had fire out of its mouth. then a bigger dinosaur came. and it was biting. and a firefighter truck crashed into it. the end.
1028,"there was a big, big dinosaur. there was a big, big, big five fighting truck. and it crashed with the dinosaur. and there was a rabbit. and it crashed with the truck. big, big, big truck crashed. big, big, big airplane with a mom, dad, baby, brother. they were flying in the airplane. there were starts. there was a pg, oink, oink, oink. and it crashed."
1029,the dragon and the dinosaur had a fight. a snake came. and ate the small baby rabbit. the mother rabbit hopped over. then there was a rainbow. the end.
1030,"there was two knight. and he crashed with a firefighter truck. the knight died. there was a big, big, big bear. then there were stars, big stars. there were ten big stars. then there was a big fish swimming. a big snake came. and ate the baby fish. he died. the end."
1031,"there was a big, big, big, big bear. he growled. there was a explosion. then there was a big rock. the big bear ate monkey and turtle. the end."
1032,there was a big rabbit. then a shark ate the baby bear. the baby bear died. the end.
1033,there was a big horse. it jumped away. then there was a fire. the horse died. the end.
1034,there were big fishes. a big whale eats the fishes. then the whale dies after it eats the fishes. the end.
1035,once there was two big whales. and then there was a baby fishy. and the big whale came and gobbled the little fishy. and it died. and a big bear came. and gobbled up the two whales. and a big lion gobbled up a shark. then Pearce and his momma were fishing. and the shark came. and ate the baby fishy. then Ashton and Rowan were fishing. and Pearce was fishing too. and Caleb was fishing with them. the end.
1036,"Jen, Marcia, and Deana and Nonnie played with a dog. the dog went "". ruff, ruff. a bear ate the baby dog. the end."
1037,"ten horses. one, two, three, four, five, six, seven, eight, nine, ten. Nonnie, Jen, and Ashton. they played with a baby dog. then there was a fire. and the baby doggie died. but the baby kitty didn't die."
1038,there were fire trucks. and they crashed. then a baby crawled. a motorcycle came. and the baby was scared. the end.
1039,a little kitty runs away from the monster. Rowan and Ashton and Olec are fishing. they go in an airplane. and a fire truck bonks it. the end.
1040,the baby crawls. and the mommy and daddy hold the baby. then there is a sword fight. and the baby dies. the end.
1041,once upon a time Thomas Choo Choo Train and Henry Choo Choo Train and Asher Choo Choo Train pretend crashed. the end.
1042,"once upon a time there was a dinosaur. one, two, three, four, five dinosaurs. the dinosaurs played. the dinosaurs liked to eat fish. the choo choo train bonked into the dinosaur. and the dinosaur died. the end."
1043,once upon a time there were six dinosaurs. the choo choo train Thomas came. the dinosaur hit the choo choo train. then came the Hank choo choo train and the Ashton choo choo train and the Rowan choo choo train. they pretend crashed. Jackie and the doggie played. the end.
1044,once upon a time there were a lot of dragons. the choo choo train drives over the dragon. and the dragon does not die. then Caleb steps on a caterpillar. the caterpillar dies. the end.
1045,once upon a time there were ten dinosaurs. then a monster eats the dinosaur. and the dinosaur doesn't die. then the dinosaur roars. and the monster dies. the end.
1046,once upon a time Ashton is painting. and Oleander is painting. and Rowan is painting. Myrtle and Pearce make a dinosaur train. and it's so scary. the choo choo train crashes. the end.
1047,"once upon a time there was a dinosaur named Deana. she went to school. then Deana dinosaur played at school with the colored pegs. Olec was being a nice dinosaur. Olec dinosaur played with Deana's hair. Ashton, Oleander, and Rowan played outside on the scooter. the end."
1048,once upon a time there was Caleb. and Pearce is Batman. and Caleb is Superman. they are pretending in school. but a monster came. and the monster scared Caleb and Pearce. the monster's name is Ashton. a knight comes. and Batman kills the knight. and the knight dies.
1049,once upon a time there is an Oleander and a Rowan and an Ashton. they're playing with a dog. and Oleander is doing a painting. Rowan gets lost in school. and a dragon comes. Ashton hits the dragon so it won't eat Rowan. but it does eat Rowan. then the dragon dies because Ashton hit it in the stomach. Ashton goes inside the dragon's mouth. and pulls Rowan out. but Rowan is heavy. the end.
1050,once upon a time there was Oleander and Caleb and Pearce. Pearce is Batman. Caleb is Superman. and Oleander is Star Wars. and he has a pretend Star Wars sword. Oleander killed the knight. and Pearce killed the knight. and Caleb killed the knight. Pearce and Caleb and Oleander played with a dog. the end.
1051,once upon a time there is a monster. the monster's name is Ashton. and another monster's name is Rowan. then is a dinosaur. and Ashton and the dinosaurs are friends. then a tiger and wolf come. they fight. the tiger ate the wolf. the wolf died. then the tiger ate the people. the end.
1052,"the pg was building a stick house. and then it fell down. and then another piggie was building a house, a hay house. and then a wolf came. and said "". let me in. not by the hair of my chin! said the pg "". and the wolf said "". I'll huff and I'll puff and I'll blow your house down!"
1053,"it's about a mixed up. and when the mixed up chameleon standed by a tree, it turn a little brown. and when it was on a flower, it turn a little orange. and then the mixed up chameleon wanted to be a fox. it only had a fox tail and mango wings. he wanted to be a fish. he turned a little gray."
1054,there was a big grown up pirate. the pirate has a gun with a special wind up place where the steam comes out. the steam is inside the red stuff. the pirate finds treasure with his special gun. it's a very very very special gun. the end.
1055,once upon a time there was a person that was fired. and a flying knight came. and save him. this knight is a powerful knight that kills the bad people.
1056,once there was a peanut butter. and the horse dipped his legs in the peanut butter. then a jelly put all the jelly on the horse's back. the end.
1057,"once upon a time there was a lion, a tiger, and an elephant. the elephant had a baby elephant. and the tiger came closer to the mama elephant. and the mama elephant snapped at the tiger. and then there were some baby tigers. and the lion came closer to the baby tigers. and the mama tiger roared at the lion. and then the lion had some baby lions. and the wolf came closer to the mama lion. and then the mama lion roared at the wolf."
1058,there was a lion. and then there was some mice. and the lion ate the mice. and then a tiger came. and it ate all the Purple Nursery classroom. and then there was some rats. and they dug under the hole. a car came. and hit the track. a whale came. and it gobbled up some fish. then a shark came. and it ate some big fish. the end.
1059,once there was a fish. a shark came. and ate the fish. then there was a whale who saw a goat. the whale and the goat played with a marble toy. the end.
1060,once there was a minnow. a shark came. and ate the minnow. then there was a hungry fox looking for something to eat. and it found a worm. and it tried to eat it. but the worm got away into the dirt. then there was a sheep. then the sheep swam in the sea. then he saw the shark. and asked the shark if he would take him for a ride. and the shark did. the end.
1061,once there was a mountain goat. then there was a tomato growing in the garden. and the mountain goat ate it. when the people came out to pick it they were mad because it wasn't there. then the mountain goat played with a lion cub. then there was a bat flying in the sky looking for good things to eat. he landed on a banana tree. and ate some bananas. the end.
1062,"once there was a person. it lived on a farm that had sheep, horse, cows, donkeys and ducks and hens. then a wolf came. but it couldn't get into the pen because it was way too high for the wolf. the wild cats, black, striped, and beige brown were protecting the farm. the end."
1063,"once there was a baby. then the baby had to get a shot. then it went to a farm. then after the farm, it was hungry so it went home. but instead of milk in the freezer, there was ice cream so it ate ice cream. then there was a shoe. it was way bigger than the house. then there was a tree. the baby climbed all the way to its tippiest branch. and the tippiest branch broke. and the baby fell to the ground. but luckily it didn't get hurt. the end."
1064,"once there was a dinosaur. and then there was a taxi. and it made the dinosaur dead. and then the people got the meat from the dinosaur. then somebody came. and killed the dinosaur alive again. and then there was a goat. and the dinosaur ate the goats udder. and the farmer said "". that was ugly ridiculous. the end."
1065,once upon a time there was a tiger. and then there was a butterfly. and the tiger thought that the butterfly was so pretty that it ran away. and then there was a bird. and then there was a building. and the tiger ate the building all up. and then there was a tree. and the bird made a nest in the tree. the end.
1066,once there was a tiger. then there was a dragon. then there was a monster. then there was an elephant. then there was a rhinoceros. the end.
1067,once there was a dragon. then there was a monster. then there was a fish. but the shark ate the fish. then there was a pg. then there was a cow. the end.
1068,once upon a time there was a little horseshoe crab named Jonas. and he lived in the fishing hole in North Leverett. and then once in a while Jonas would come. and give him a treat which was squid. and sometimes he would call his brother Sam or his friends Taley and Parker. and they all lived happily ever after in North Leverett.
1069,once upon a time there was a tugboat. then a car came. and ran over the tugboat. then there was another tugboat. and it was pushing a barge around. then it was pushing the barge away. the end.
1070,once upon a time there was a dinosaur. and then it bounced on a block. and it went so high that it made a hole in the sky. the end.
1071,"once upon a time there was a little handprint. and then the handprint popped away. and then a bunny came with its mother. and the handprint was its friend. and then its mummy came. and then the handprint, and the bunny, and its mummy all played together. the end."
1072,once upon a time there was a light. it wanted to play. but it couldn't because it wasn't real. the end.
1073,once upon a time there was a puppy. and he played. and he played outside in the backyard. and then there was a little pg. and he wanted to play with the puppy. and he did. and they really had fun. the end.
1074,"once upon a time there was Caleb. Jackie came along. and they played. then there were the three little pigs. and Jackie and Caleb played with them. then there was an Elpis and an Ashton. and they wanted to join them, so they did. then there was a Jonas. and then there was a Nonnie, and Pearce, and Toby. then there was a Olec and a Klara and a Lina. then everyone played together. the end."
1075,"once upon a time there was a wolf. and then the train came. and the wolf wanted to ride on the train so as it was going by, he hopped right on. and then he could see a great view over the water. he really had fun. the end."
1076,once upon a time there was a dog. and then Jonas and Lina came along to meet the dog. then Rowen and Pearce and Ashton came along to meet it too. then Jackie came with Aliki to meet the dog. Caleb and Jack and Oleander came to meet him. then everyone played and played. and really had fun. the end.
1077,once upon a time there were some pirates. then they threw their treasure chest out into the water. then the scuba diver found the treasure. and opened it up. and found lots of treasure that he brought home in the bucket treasure. the end.
1078,once upon a time there was a elephant. then there was a fox. they became friends. and they played together. the end.
1079,"once upon a time there was a baby, and a mommy and a daddy. then there was an alligator. and it ate the baby. the end."
1080,"once upon a time there was a puppy. the puppy had a cat friend. he loved it so much. they played together everyday, all day. then there was a person. the person was roasting marshmallows in a fire in his house. the end."
1081,once upon a time there was a flower. a person came along. and picked the flower. the person went inside. and got some water for the flower. it was early spring. and when the flower went inside it thought it was the middle of spring. and started blooming. the end.
1082,once upon a time there was a mountain goat. and then Thomas came rumbling along the tracks. then he went up the mountain to see the mountain goat. then Thomas went back to the station to pick up more passengers. there was a cow among the forest. it was his home. and one day he went over to meet Bambi. the end.
1083,once upon there was a horse. he played all day. and through the night he went to sleep. and then he met a pg. then The end ripped the page. the end.
1084,once upon a time there was a house. then the house walked away. then the house saw a flower. and it picked the flower. then a person came along. and took the flower from the house. then the person went in the house. and got some water and soil. and then he also got a vase. then he put the soil in the vase with the flower. and watered the flower every day. then he rode his house back to where it was. the end.
1085,"there was a mouse and a dog and a cat and a chicken. the cat and the dog and the mouse did so much work that they wanted someone else to do the work for them. but one day they found a chicken. and they asked the chicken if she could do all the work for them. and the chicken said "". I will. but will someone help me? and the cat and the dog and the mouse wouldn't. not I. said the cat "". not I. said the mouse "". the chicken wanted help baking bread. but nobody would help. when it came time to eat the bread, the cat and dog and mouse wanted to eat it. but the chicken ate it all herself. the end."
1086,one day there was a boy. and then he went for a walk. and then he saw a whale who was scared of the boy. but the boy was not scared of the whale. the whale swam away. and the boy went swimming. the end.
1087,once upon a time there was a mommy and daddy and sister and brother. and then they went for a walk. and they saw a castle. and then they met the king. and a dragon came along. and then the knight was coming on his horse. and then the knight charged towards the dragon. and attacked it from behind. then the dragon died. and they lived happily ever after. the end.
1088,once upon a time there was a dad and a mom and a sister and a brother. they all went for a walk. they saw a tree. and climbed up the tree. and ate apples. then they saw a dragon. and the dragon had fire. and it got the fire on the tree. but a knight came. and killed the dragon. the end.
1089,once upon a time there was a beach. then there were some people that lived on the beach. and then there was a soccer boy. and he was playing soccer on the beach. there was an octopus that gobbled a fish. then a shark gobbled the octopus. then a whale gobbled the shark. and then they lived happily ever after. the end.
1090,"once upon a time there was a nice dragon. then there was a bad dragon. and they fight and fight. and the good dragon won. then there was a knight who did not know that the dragon got killed. the knight did not know that the good dragon was good. and when he found out that the good dragon was good, they became friends. and then one day, there was an alligator. and then there was a boy named Kix. and he kicked the alligator out of the sea. and they both lived happily ever after. the end."
1091,"once upon a time there was a dragon. and it was a good, good, good dragon. then there was a bad dragon. then they fighted, fighted, and fighted. the good dragon won. the bad dragon had special powers. but then there was a knight. he had binoculars. and was sneaking up on the bad dragon. then he had a gun and sword. and he killed the bad dragon. the end."
1092,once upon a time there was a wolf. then because the wolf was mean a knight killed the wolf. but then there was a dragon. and there was another knight. and then there was so many knights that the dragon couldn't handle it. and the knights won. then there was hippopotamus in the water. and then there was gorilla at the fair. and the hippopotamus was sinking in the water. but the gorilla saved it. the end.
1093,once upon a time there was a dragon. it was a good dragon because it would give out good candy to his friends. bad candy to the mean guys because bad candy would make them die. and the dragon went walking in the woods with his good candy and bad candy. then he saw a mouse. and he gave the mouse some good candy. but then there was a wolf. but the dragon gave the wolf some bad candy. but the wolf didn't die because he had so much power. it was infinity power even more than a hundred. the end.
1094,"once upon a time there was a dog. then there was a monster. and he ate the dog. then there was a dragon. it was a good dragon so nobody wanted to kill it. and the dragon killed the monster. but the monster did not die. the dragon shot again, again, and again. and at last the monster died. the end."
1095,once upon a time there was a dragon. then there was a knight that killed the dragon. then there was another dragon. it was the knight's friend dragon. then they saw a alligator. right as they were going to fight it went back under water. but there was a hurricane that rounded up all the things. then there was a guy who had double light sabers. and he killed the alligator. the end.
1096,once upon a time there was a dragon. then there was a knight that killed the dragon. then there was an alligator. then there was a guy that had one special power. the end.
1097,once upon a time there was a knight. then there was a dragon. then they went up in space. then they went on a planet. and then the dragon died. and then it woke up. it was really dead except it had special powers. and it woke up really quick. and it was a blur. a blur means that you can't even see it.
1098,once upon a time there was a dragon. then there was a knight. then there was a flood. and then there was a person. it got fire on the flood. but the flood was so big that it got the fire out. then there was a librarian. and it lived in a house. and it went for a walk. the end.
1099,once upon a time there was a dragon. then there was a knight that killed the dragon. then there was another knight. and the knight swam and swam until they were on the beach. then they were lost. and when they woke up they were near a big wall. then they found out it was a monster's egg. then they remembered a story about a bird. then they saw two flapping wings. and they hid under the rock. they tied themselves to the rock so they could get their direction. when the rock landed the knights found gold. they filled their pockets with tons of gold they could carry. when the rock left they sneaked out of the cave. they were on the raft almost to their boat. suddenly the raft stopped. then they saw why. the monster had grabbed the raft. they rushed away quicker than they could rush away. the jewels sparkled. the end.
1100,once upon a time there was a dragon. then there was a knight that killed the dragon. then there was a flood. and it took over the whole town. then there was a blanket. and it was walking. but since it had no hands it got washed away by the flood. the end.
1101,once upon a time there was an alien. and it lived in outer space. then there was a robot. and it was Three PO. then there was a dragon. but the dragon could not die because it had special powers. then there was a sun. and it was so so bright that it made so much fire down in the earth so the people called the fireman. the fire was so big that the fireman could not handle it so the buildings caught on fire. and it fell down. the end.
1102,once upon a time there was a dragon. then there was a knight that killed the dragon. but the dragon could not die because it had special powers. then there was a piece of wood that had a really pointy end because it got sawed by somebody. and then there was a big bear. and the bees started chasing him until the bear found out that the bees were really people. then the bear chased the people. the end.
1103,once upon a time there was a dragon. then there was a knight who killed the dragon. then there was a hippopotamus who ate the knight. but the knight got out. then there was a magic feather. and the knight caught it. when he threw it on the statue it came alive. and everything he put the feather on turned to gold. and came alive. the end.
1104,once upon a time there was a hippopotamus. then there was a cat. and it ate a rat who was trying to eat the malt that lay in the house that Jack built. then the hippopotamus ate the malt instead. then the hippopotamus ate Klara instead. then ate Hank. then ate himself. the end.
1105,"once upon a time there was a spaceship. it was flying through space. then it saw a swamp. and then Jar Jar Blinks came out of the swamp. and then Jar Jar Blinks crashed the spaceship. and then the spaceship shot Jar Jar Blinks, except then they were playing catch. the spaceship shot fireballs out so they were playing catch. and they became friends. then they went back to planet Pluto. the end."
1106,once there was a dragon. then there was a race car. and it picked up the dragon. then there was a Hercules who sent his titans and his sword to kill the dragon. then everything turned gold. and then there was a Zeus. then Zeus turned everything back to regular. and Hercules throwed his weapon. and he sucked up his titans. and threw them into space. the end. titans are sort of like monsters.
1107,"once upon a time there was an Ash and a Picachu and a Brock and a Misty. and they were all searching for a coffin because they were going to a Pokemon battle. but the only Pokemon they couldn't beat was Hitmonchan. and so they went to the battle. and then they saw Hitmonchan coming up to punch Picachu. when just then Frymate standed before Picachu. and then Ash said "". slime toss, now. and Primate did slime toss on Hitmonchan."
1108,once upon a time there was a dragon. the knight killed the dragon. then there was a pencil. it wrote on some paper. then there was the number nine. and it counted to one hundred thousand to two hundred thousand. the end.
1109,once upon a time there was a dragon. then there was a knight. then he raced the dragon. and it was a tie. then there was a baboon. and it broke down the knight's castle. it was ten thousand feet tall. the end.
1110,"once upon a time there was a bird. and it wanted to fly. but it was just a baby bird so it couldn't fly. then a cat came. and it tried to chase the bird. but then a dog chased the cat. and the horse chased the dog. and then a tree said "". time out. and they all went home. the end."
1111,"once there was a fox. then a dinosaur was going to eat him. but the fox was too fast because he could transform either into a racecar or a roadrunner. so he thought a dinosaur is faster than a racecar, so I think I'll use roadrunner. so he transformed into a roadrunner. and then a kid came along. and the dinosaur almost got him. but the kid got the dinosaur with a rope. the end."
1112,once there was a donkey Kong. and then there was a ditty Kong. then there was a tiny Kong. and then there was a chunky Kong. and then there was a dinosaur. then it died. another good dinosaur came to help the Kongs. and they saw another dinosaur who wanted to help the Kongs. the end.
1113,once upon a time there was a Ash and a Misty. and they were searching for a flying squirrel. and they found one. but it flew away. and then there was a needle. and it snipped the paper. but then the flying squirrel landed on top of Ash's head. and then he jumped onto Misty's head. and then Misty got the flying squirrel off her head. but it accidentally landed on the needle. then the flying squirrel found a soccer ball. and then Kix kicked the soccer ball. the end.
1114,"once there was a scissor. then there was some glue. and it glued the scissors so it couldn't snip paper. but when a boy came along, he took some other scissors. since he didn't have his own, he had to borrow some from the Community school. and so he cut the glue. the glue was dry now, not wet. then the scissors cut the glue. and the glue died. it was a good thing because then the glue could not glue the scissors together. the end."
1115,"once there was some Power Puff Girls. then there was a dragon. and the Power Puff Girls tried to kill the dragon. and the dragon was scared. and it ran away. then Blossom said "". Split up! and Buttercup went to the right. and Bubbles went to the left. and Blossom went straight up. and Blossom found the dragon. and then Blossom called Bubbles and Buttercup. and Blossom killed the dragon and a bad knight. and then they went home. and then the next morning, the phone was ringing "". trouble, trouble, trouble. and then the Power Puff girls said "". let's go out the window to rescue whoever is being captured. and then the same dragon was there again. and the Power Puff Girls killed it. the end."
1116,"once upon a time these was a Once_upon_a_Time. then there was a The End. they played together. then they saw Oleander and Ashton. they ran away. and they jumped up into the space. and then the end said "". the end, the end. the end."
1117,once there was a cat. and then there was a Karate Master. and the Karate Master killed a bad little mouse. and then these was a little chipmunk. and it was climbing a tree when it fell off. but it had invisible armor. and then the cat helped another chipmunk because it fell off the tree without armor. the end.
1118,"once there was a donkey. and then it kicked a bad dragon. and then there was a little bunny, and a baby bunny. then the little bunny and the baby bunny snuggled up together. then the dragon that got kicked by the donkey was dead. then the baby bunny and the mama Bunny went to the dragon that died. and the mama Baby looked at it. and then went back home."
1119,once upon a time there was a dragon. it was a very very scary one. and then there was a knight. the knight wanted to kill the dragon. the end.
1120,once upon a time there was a dragon. nobody wanted to kill the dragon because it was very nice. then there was a knight and another dragon. the next one was a bad dragon. the knight killed the dragon. the end.
1121,once upon a time there was a giraffe. then there was a monster. the monster didn't think the giraffe was good but he was. the giraffe was good. then there were two monsters. they killed the other monster. then those two monsters killed the giraffe. the monsters didn't know it was a good giraffe. the end.
1122,once upon a time there was a pirate. it was a friendly pirate. then there was a monster. he didn't know the pirate was good. there was another monster who killed the first monster because he didn't know it was good. there was a black wooden board for jumping on. and the monsters liked to jump and jump and jump. there were new monsters. they jumped and jumped and jumped for laughter. then there was another monster. and there was a dinosaur who wanted to eat the monster. and it did. the end.
1123,"once upon a time there was a dragon. it was a scary dragon. and it was nice. if it was bad, it would roar out at people and scare them. then there was a monster. then there was another monster. and there was another monster. and another dragon. then there was another dragon. then there was a fairy. all of them got killed from a gun. then there was a playhouse. then the fairy played and played for laughter. the end."
1124,once upon a time there was a dragon. then there was a monster. the dragon was good until there was a monster. then there was a fairy who had a gun. the gun was very very scary to the dragon. but the dragon didn't run away because he didn't see the gun. then there was a nose. it was a very very silly nose because it didn't have anything attached to it. then there was another monster. then there was a piece of paper that got shot. and it got a hole in it. then there was a person with a pair of scissors. the scissors got caught in a net because they were in the ocean. then there was a pencil. there was a beach. and there was a ghost on the beach. it was a Halloween ghost because it was Halloween night on the beach. the end.
1125,once upon a time there was a dragon. it was a scary dragon. then there was a knight. then the knight killed the dragon. then there was a record player. then the person found the record player. and brought it right home. then there was another knight. then there was another dragon. then the knight killed the dragon. then there was a bell. the bell lived in the woods. and there was a fire all around the bell. and the bell couldn't run away because it didn't have feet. then there was a firetruck. then there was a monster. then there was another dragon. then there was a knight. the knight killed the dragon. then there was another monster. then there was a dragon who breathed fire. and the fire didn't stop so the monster died. the end.
1126,once upon a time there was a dragon. then there were some toys. it was a baby dragon. and it played with the toys. it was friendly. its whole family was nice. then there was a mean dragon family. but then there was a squirrel. the squirrel died because it was shot by a gun. then there were some scissors. the scissors cut the top of the glue off. the dragons played and played and played. the end.
1127,once upon a time there was a dragon. and there was a knight. and the knight killed the dragon. the knight was a gun person. and he shot himself. and died. the end.
1128,once upon a time there was a dragon. it was a scary dragon. somebody wanted to kill it because it was a bad dragon. the knight was the person who wanted to kill it. and he did. then there was a meat-eating dinosaur. the dinosaur ate people. and it ate one person. then there was a good dragon who nobody wanted to kill because it gave out candy. and killed all the bad witches. then there were a lot of bad Indians who got killed because of the meat-eating dinosaurs. then there was Tyrannosaurus. it was a nice Tyrannosaurus. then there were two more Tyrannosaurus. they played tag together. the end.
1129,once there was a knight. then there was a dragon. and the knight killed the dragon. then there was a wolf. the wolf just died because he got too old. then there was a ghost. that was the ghost that killed the wolf. the end.
1130,once upon a time there was a knight. then there was a scary dragon raaaaa. the dragon said raaaaa all the time. then there was a boy named Hank. then there was a girl named Elpis. the Hank was the dad. and the Elpis was the daughter of the dad. then there was another knight. the knight shot trees so the dragon wouldn't blow fire on the trees. the end.
1131,once upon a time there was a dragon. then there was a knight. then two more knights. they all shot the dragon. the dragon died. then there was a whale in the deep blue sea. it lost water so the whale died. then there was another dragon. and it gave out candy. and it killed all the bad monsters. then there was a puzzle. the good dragon did the puzzle. and had a good time. then he got out all his puzzles. and did them just in time for dinner. then there was a garden of flowers. the garden got picked by a person for his granddaughter. the granddaughter loved them. the end.
1132,once upon a time there was a person. then there was some lemonade. the person drank the lemonade. then there was a home. a dragon ate the home. then there was a knight. the knight killed the dinosaur bones. and ate them. the end.
1133,once upon a time there was a dragon and a knight. the knight and the dragon flew up in the rocket ship. and had fun. they flew up to each planet. the dragon died on one of the planets. it was Pluto. it was the last planet that they landed. the end.
1134,once upon a time there was a dragon and a knight. then the knight killed the dragon. then there was another dragon. but the first dragon had special powers. then the first knight won. the end.
1135,once upon a time there was a dragon. then there was a knight. the knight killed the dragon. then there was a harp. the harp was cute because it was little. and made for kids. the knight was a kid. then the knight played with the harp a lot because it was his toy. the end.
1136,once upon a time there was a dragon. then there was a knight. the knight killed the dragon. then there was a pumpkin. so the knight carved it. and put it on the dragons' bones.
1137,"once upon a time there was a dragon. and there was a knight. the knight killed the dragon. but the knight couldn't be killed because he had special powers. the knight tried and tried and tried. but it just didn't work. then the knight said "". I give up. the end."
1138,once upon a time there was a dragon. and then there was a knight. then the knight killed the dragon. then there was a pinecone. then the pinecone wrapped around the star. the end.
1139,once upon a time there was a dragon. then there was a knight. the knight shot up. and then it shot the dragon. the end.
1140,once upon a time there was a dragon. then there was a knight. the knight tried to kill the dragon. but the knight had special powers. and the dragon tried to kill him because he had special powers too. the end.
1141,once upon a time there was a Sally. then there was a Matilda. they were sad that Marcia was gone. then there was a knight. then the knight had an idea. he was a nice knight. he only killed bad dragons. and the knight's idea was that Matilda and Sally could give Marcia a present. the end.
1142,once upon a time there was a dragon. the knight tried to kill the dragon. but he couldn't because the dragon had special powers. then there was a person. then he was walking in the woods. and winter came. he got an idea. this idea was he could get a box. and trap something. and have it as a pet. the end.
1143,once upon a time there was an Arthur. then there was a puppy named Pal. the puppy named Pal loved Arthur. he loved him so much that he always hugged him. the end.
1144,once upon a time there was a knight. then there was a dragon. the knight killed the dragon. the end.
1145,once upon a time there was a dragon. then there was a knight. the knight killed the dragon. then the knight killed the dragon again because he couldn't the first time. then that worked. the end.
